image,dataset_name,question_type,method,image_width,image_height,num_craft_boxes,num_boundary_patches,intersection_pixels,union_pixels,boundary_pixels,text_pixels,iou,text_coverage
53,rico,APP agent en,DRIP,336,336,3,58,909.0,12952.0,11368,2493,0.0701822112415071,0.36462093862815886
53,rico,APP agent en,Fixed,336,336,3,57,434.0,13231.0,11172,2493,0.032801753457788525,0.1740874448455676
53,rico,APP agent en,PruneSID,336,336,3,57,643.0,13022.0,11172,2493,0.04937797573337429,0.25792218210990775
54,rico,APP agent en,DRIP,336,336,30,58,4009.0,35466.0,11368,28107,0.11303783905712514,0.14263350766712918
54,rico,APP agent en,Fixed,336,336,30,57,3086.0,36193.0,11172,28107,0.08526510651230901,0.10979471306080336
54,rico,APP agent en,PruneSID,336,336,30,57,6341.0,32938.0,11172,28107,0.1925132066306394,0.22560216316220158
55,rico,APP agent en,DRIP,336,336,3,58,685.0,13409.0,11368,2726,0.05108509210231934,0.2512839325018342
55,rico,APP agent en,Fixed,336,336,3,57,135.0,13763.0,11172,2726,0.009808907941582503,0.04952311078503301
55,rico,APP agent en,PruneSID,336,336,3,57,1545.0,12353.0,11172,2726,0.12507083299603336,0.5667644900953779
56,rico,APP agent en,DRIP,336,336,19,59,3062.0,25596.0,11564,17094,0.11962806688545086,0.17912717912717913
56,rico,APP agent en,Fixed,336,336,19,57,1468.0,26798.0,11172,17094,0.054780207478170015,0.08587808587808587
56,rico,APP agent en,PruneSID,336,336,19,57,4348.0,23918.0,11172,17094,0.18178777489756667,0.2543582543582544
57,rico,APP agent en,DRIP,336,336,36,59,2136.0,28787.0,11564,19359,0.07420015979435161,0.11033627770029443
57,rico,APP agent en,Fixed,336,336,36,57,1839.0,28692.0,11172,19359,0.06409452112086993,0.09499457616612428
57,rico,APP agent en,PruneSID,336,336,36,57,3643.0,26888.0,11172,19359,0.1354879500148765,0.18818120770700966
58,rico,APP agent en,DRIP,336,336,50,59,3559.0,41369.0,11564,33364,0.0860306026251541,0.1066718618870639
58,rico,APP agent en,Fixed,336,336,50,57,3147.0,41389.0,11172,33364,0.07603469520887192,0.09432322263517563
58,rico,APP agent en,PruneSID,336,336,50,57,6198.0,38338.0,11172,33364,0.16166727528822578,0.18576909243495984
59,rico,APP agent en,DRIP,336,336,15,59,3040.0,18337.0,11564,9813,0.16578502481321916,0.3097931315601753
59,rico,APP agent en,Fixed,336,336,15,57,1052.0,19933.0,11172,9813,0.052776802287663675,0.10720472842148171
59,rico,APP agent en,PruneSID,336,336,15,57,3604.0,17381.0,11172,9813,0.20735285656751626,0.3672679099154183
60,rico,APP agent en,DRIP,336,336,48,58,3448.0,35162.0,11368,27242,0.09806040612024344,0.12656926804199398
60,rico,APP agent en,Fixed,336,336,48,57,2540.0,35874.0,11172,27242,0.07080336734124994,0.09323838191028559
60,rico,APP agent en,PruneSID,336,336,48,57,6421.0,31993.0,11172,27242,0.20070015315850342,0.23570222450627706
61,rico,APP agent en,DRIP,336,336,9,59,2275.0,16656.0,11564,7367,0.13658741594620558,0.30880955612868194
61,rico,APP agent en,Fixed,336,336,9,57,853.0,17686.0,11172,7367,0.04823023860680765,0.11578661599022669
61,rico,APP agent en,PruneSID,336,336,9,57,2234.0,16305.0,11172,7367,0.1370131861392211,0.30324419709515404
62,rico,APP agent en,DRIP,336,336,19,59,2799.0,24815.0,11564,16050,0.11279468063671166,0.174392523364486
62,rico,APP agent en,Fixed,336,336,19,57,1566.0,25656.0,11172,16050,0.061038353601496724,0.09757009345794393
62,rico,APP agent en,PruneSID,336,336,19,57,3966.0,23256.0,11172,16050,0.17053663570691435,0.24710280373831775
63,rico,APP agent en,DRIP,336,336,0,59,,,11564,0,,
63,rico,APP agent en,Fixed,336,336,0,57,,,11172,0,,
63,rico,APP agent en,PruneSID,336,336,0,57,,,11172,0,,
64,rico,APP agent en,DRIP,336,336,24,59,3618.0,30929.0,11564,22983,0.11697759384396521,0.15742070225819083
64,rico,APP agent en,Fixed,336,336,24,57,2397.0,31758.0,11172,22983,0.07547704515397695,0.10429447852760736
64,rico,APP agent en,PruneSID,336,336,24,57,4806.0,29349.0,11172,22983,0.16375344986200552,0.20911108210416396
65,rico,APP agent en,DRIP,336,336,12,58,1131.0,16497.0,11368,6260,0.06855791962174941,0.18067092651757188
65,rico,APP agent en,Fixed,336,336,12,57,735.0,16697.0,11172,6260,0.044019883811463136,0.11741214057507987
65,rico,APP agent en,PruneSID,336,336,12,57,3571.0,13861.0,11172,6260,0.2576293196739052,0.5704472843450479
66,rico,APP agent en,DRIP,336,336,16,58,1766.0,19270.0,11368,9668,0.09164504411001557,0.18266446007447248
66,rico,APP agent en,Fixed,336,336,16,57,993.0,19847.0,11172,9668,0.05003275054164357,0.10270997103847745
66,rico,APP agent en,PruneSID,336,336,16,57,3927.0,16913.0,11172,9668,0.2321882575533613,0.40618535374431114
67,rico,APP agent en,DRIP,336,336,22,59,2682.0,22691.0,11564,13809,0.11819664184037725,0.1942211601129698
67,rico,APP agent en,Fixed,336,336,22,57,1118.0,23863.0,11172,13809,0.046850773163474836,0.08096169165037294
67,rico,APP agent en,PruneSID,336,336,22,57,3919.0,21062.0,11172,13809,0.18606969898395215,0.28380042001593164
68,rico,APP agent en,DRIP,336,336,8,58,2866.0,16765.0,11368,8263,0.17095138681777514,0.34684739198838194
68,rico,APP agent en,Fixed,336,336,8,57,1068.0,18367.0,11172,8263,0.05814776501333914,0.12925087740530075
68,rico,APP agent en,PruneSID,336,336,8,57,2753.0,16682.0,11172,8263,0.16502817407984655,0.33317197143894467
69,rico,APP agent en,DRIP,336,336,19,58,2002.0,25154.0,11368,15788,0.07958972727995547,0.12680516848239168
69,rico,APP agent en,Fixed,336,336,19,57,1225.0,25735.0,11172,15788,0.047600544006217216,0.07759057512034456
69,rico,APP agent en,PruneSID,336,336,19,57,4623.0,22337.0,11172,15788,0.20696602050409635,0.29281732961743095
70,rico,APP agent en,DRIP,336,336,37,58,695.0,35488.0,11368,24815,0.019584084761045988,0.028007253677211363
70,rico,APP agent en,Fixed,336,336,37,57,2646.0,33341.0,11172,24815,0.0793617467982364,0.10662905500705219
70,rico,APP agent en,PruneSID,336,336,37,57,4602.0,31385.0,11172,24815,0.14663055599808825,0.185452347370542
71,rico,APP agent en,DRIP,336,336,48,59,2885.0,36184.0,11564,27505,0.07973137298253372,0.1048900199963643
71,rico,APP agent en,Fixed,336,336,48,57,2429.0,36248.0,11172,27505,0.06701059368792761,0.08831121614251954
71,rico,APP agent en,PruneSID,336,336,48,57,7253.0,31424.0,11172,27505,0.23081084521384929,0.26369750954371934
72,rico,APP agent en,DRIP,336,336,6,59,1742.0,14319.0,11564,4497,0.12165654026119142,0.387369357349344
72,rico,APP agent en,Fixed,336,336,6,57,546.0,15123.0,11172,4497,0.0361039476294386,0.12141427618412275
72,rico,APP agent en,PruneSID,336,336,6,57,1574.0,14095.0,11172,4497,0.11167080525008868,0.35001111852346006
73,rico,APP agent en,DRIP,336,336,3,59,5204.0,35990.0,11564,29630,0.14459572103362045,0.17563280458994263
73,rico,APP agent en,Fixed,336,336,3,57,2740.0,38062.0,11172,29630,0.0719878093636698,0.09247384407694904
73,rico,APP agent en,PruneSID,336,336,3,57,5046.0,35756.0,11172,29630,0.14112316813961293,0.17030037124535943
74,rico,APP agent en,DRIP,336,336,28,58,3086.0,32477.0,11368,24195,0.09502109184961666,0.12754701384583592
74,rico,APP agent en,Fixed,336,336,28,57,1954.0,33413.0,11172,24195,0.05848023224493461,0.08076048770407109
74,rico,APP agent en,PruneSID,336,336,28,57,4594.0,30773.0,11172,24195,0.14928671237773372,0.18987394089687953
75,rico,APP agent en,DRIP,336,336,1,58,182.0,11775.0,11368,589,0.01545647558386412,0.3089983022071307
75,rico,APP agent en,Fixed,336,336,1,57,15.0,11746.0,11172,589,0.0012770304784607525,0.025466893039049237
75,rico,APP agent en,PruneSID,336,336,1,57,407.0,11354.0,11172,589,0.03584639774528801,0.6910016977928692
76,rico,APP agent en,DRIP,336,336,9,59,1858.0,17924.0,11564,8218,0.10365989734434278,0.2260890727670966
76,rico,APP agent en,Fixed,336,336,9,57,848.0,18542.0,11172,8218,0.04573400927623773,0.10318812363105379
76,rico,APP agent en,PruneSID,336,336,9,57,4197.0,15193.0,11172,8218,0.27624563943921543,0.510708201508883
77,rico,APP agent en,DRIP,336,336,12,59,2903.0,17516.0,11564,8855,0.16573418588718886,0.32783738001129303
77,rico,APP agent en,Fixed,336,336,12,57,585.0,19442.0,11172,8855,0.030089496965332786,0.0660643704121965
77,rico,APP agent en,PruneSID,336,336,12,57,4222.0,15805.0,11172,8855,0.2671306548560582,0.47679277244494633
78,rico,APP agent en,DRIP,336,336,9,59,1612.0,19514.0,11564,9562,0.08260735881930921,0.16858397824722862
78,rico,APP agent en,Fixed,336,336,9,57,868.0,19866.0,11172,9562,0.04369274136715997,0.09077598828696926
78,rico,APP agent en,PruneSID,336,336,9,57,3814.0,16920.0,11172,9562,0.22541371158392434,0.39887052917799626
79,rico,APP agent en,DRIP,336,336,15,59,1529.0,16383.0,11564,6348,0.09332845022279192,0.24086326402016384
79,rico,APP agent en,Fixed,336,336,15,57,562.0,16958.0,11172,6348,0.03314070055431065,0.08853182104599874
79,rico,APP agent en,PruneSID,336,336,15,57,1867.0,15653.0,11172,6348,0.11927426052513895,0.29410838059231253
