image,dataset_name,question_type,method,image_width,image_height,num_craft_boxes,num_boundary_patches,intersection_pixels,union_pixels,boundary_pixels,text_pixels,iou,text_coverage
63,rico,APP agent en,Fixed,336,336,0,144,,,28224,0,,
64,rico,APP agent en,DRIP,336,336,24,145,9106.0,42297.0,28420,22983,0.21528713620351325,0.39620589131096895
64,rico,APP agent en,Fixed,336,336,24,144,5332.0,45875.0,28224,22983,0.11622888283378746,0.23199756341643823
65,rico,APP agent en,DRIP,336,336,12,144,2410.0,32074.0,28224,6260,0.07513874165991145,0.38498402555910544
65,rico,APP agent en,Fixed,336,336,12,144,1655.0,32829.0,28224,6260,0.0504127448292668,0.26437699680511184
66,rico,APP agent en,DRIP,336,336,16,144,3972.0,33920.0,28224,9668,0.11709905660377358,0.4108398841539098
66,rico,APP agent en,Fixed,336,336,16,144,2578.0,35314.0,28224,9668,0.07300220875573427,0.266652875465453
67,rico,APP agent en,DRIP,336,336,22,145,5499.0,36730.0,28420,13809,0.14971413013885107,0.39821855311753207
67,rico,APP agent en,Fixed,336,336,22,144,3649.0,38384.0,28224,13809,0.09506565235514798,0.2642479542327468
68,rico,APP agent en,DRIP,336,336,8,144,4838.0,31649.0,28224,8263,0.1528642295175203,0.5855016337891806
68,rico,APP agent en,Fixed,336,336,8,144,1816.0,34671.0,28224,8263,0.052378068126099624,0.21977490015732784
69,rico,APP agent en,DRIP,336,336,19,144,7694.0,36318.0,28224,15788,0.211850872845421,0.48733215100076005
69,rico,APP agent en,Fixed,336,336,19,144,4364.0,39648.0,28224,15788,0.1100686037126715,0.2764124651634153
70,rico,APP agent en,DRIP,336,336,37,144,6722.0,46317.0,28224,24815,0.14513029773085476,0.27088454563771913
70,rico,APP agent en,Fixed,336,336,37,144,6562.0,46477.0,28224,24815,0.14118811455128344,0.264436832560951
71,rico,APP agent en,DRIP,336,336,48,144,10676.0,45053.0,28224,27505,0.23696535191885112,0.38814760952554084
71,rico,APP agent en,Fixed,336,336,48,144,7117.0,48612.0,28224,27505,0.14640418003785075,0.2587529540083621
72,rico,APP agent en,DRIP,336,336,6,144,1257.0,31464.0,28224,4497,0.03995041952707857,0.27951967978652437
72,rico,APP agent en,Fixed,336,336,6,144,1316.0,31405.0,28224,4497,0.041904155389269226,0.29263953746942406
73,rico,APP agent en,DRIP,336,336,3,144,13474.0,44380.0,28224,29630,0.303605227579991,0.45474181572730343
73,rico,APP agent en,Fixed,336,336,3,144,7717.0,50137.0,28224,29630,0.15391826395675848,0.2604454944313196
74,rico,APP agent en,DRIP,336,336,28,144,7842.0,44577.0,28224,24195,0.1759203176526011,0.3241165530068196
74,rico,APP agent en,Fixed,336,336,28,144,6490.0,45929.0,28224,24195,0.14130505780661456,0.2682372390989874
75,rico,APP agent en,DRIP,336,336,1,144,589.0,28224.0,28224,589,0.020868764172335602,1.0
75,rico,APP agent en,Fixed,336,336,1,144,0.0,28813.0,28224,589,0.0,0.0
76,rico,APP agent en,DRIP,336,336,9,144,5091.0,31351.0,28224,8218,0.16238716468374215,0.6194937941104892
76,rico,APP agent en,Fixed,336,336,9,144,2506.0,33936.0,28224,8218,0.07384488448844885,0.3049403747870528
77,rico,APP agent en,DRIP,336,336,12,145,5072.0,32203.0,28420,8855,0.1575008539577058,0.5727837380011293
77,rico,APP agent en,Fixed,336,336,12,144,2044.0,35035.0,28224,8855,0.058341658341658345,0.2308300395256917
78,rico,APP agent en,DRIP,336,336,9,144,6969.0,30817.0,28224,9562,0.22614141545251,0.7288224220874294
78,rico,APP agent en,Fixed,336,336,9,144,2275.0,35511.0,28224,9562,0.06406465602207767,0.23792093704245973
79,rico,APP agent en,DRIP,336,336,15,145,3453.0,31315.0,28420,6348,0.11026664537761456,0.5439508506616257
79,rico,APP agent en,Fixed,336,336,15,144,1633.0,32939.0,28224,6348,0.0495764898752239,0.2572463768115942
80,rico,APP agent en,DRIP,336,336,11,144,7935.0,28595.0,28224,8306,0.27749606574575975,0.9553334938598603
80,rico,APP agent en,Fixed,336,336,11,144,2021.0,34509.0,28224,8306,0.0585644324668927,0.2433180833132675
81,rico,APP agent en,DRIP,336,336,14,144,6613.0,32000.0,28224,10389,0.20665625,0.6365386466454904
81,rico,APP agent en,Fixed,336,336,14,144,2582.0,36031.0,28224,10389,0.07166051455690933,0.24853210126094907
82,rico,APP agent en,DRIP,336,336,12,144,9055.0,30623.0,28224,11454,0.29569277993664894,0.7905535184215121
82,rico,APP agent en,Fixed,336,336,12,144,2930.0,36748.0,28224,11454,0.07973223032545988,0.2558058320237472
83,rico,APP agent en,DRIP,336,336,16,145,3262.0,35213.0,28420,10055,0.09263624229687899,0.32441571357533566
83,rico,APP agent en,Fixed,336,336,16,144,2618.0,35661.0,28224,10055,0.0734135329912229,0.260367976131278
84,rico,APP agent en,DRIP,336,336,18,145,7584.0,42148.0,28420,21312,0.1799373635759704,0.35585585585585583
84,rico,APP agent en,Fixed,336,336,18,144,5414.0,44122.0,28224,21312,0.12270522641766013,0.2540352852852853
85,rico,APP agent en,DRIP,336,336,38,145,9484.0,42234.0,28420,23298,0.2245584126533125,0.4070735685466564
85,rico,APP agent en,Fixed,336,336,38,144,5728.0,45794.0,28224,23298,0.1250818884570031,0.245858013563396
86,rico,APP agent en,DRIP,336,336,13,144,6359.0,36377.0,28224,14512,0.17480825796519778,0.4381890848952591
86,rico,APP agent en,Fixed,336,336,13,144,3726.0,39010.0,28224,14512,0.09551397077672391,0.25675303197353916
87,rico,APP agent en,DRIP,336,336,22,144,7013.0,39160.0,28224,17949,0.17908580183861084,0.390718145857708
87,rico,APP agent en,Fixed,336,336,22,144,4251.0,41922.0,28224,17949,0.10140260483755546,0.23683770683603544
88,rico,APP agent en,DRIP,336,336,16,144,6344.0,33208.0,28224,11328,0.19103830402312696,0.5600282485875706
88,rico,APP agent en,Fixed,336,336,16,144,2766.0,36786.0,28224,11328,0.07519164899690099,0.2441737288135593
89,rico,APP agent en,DRIP,336,336,12,144,6766.0,30896.0,28224,9438,0.2189927498705334,0.7168891714346259
89,rico,APP agent en,Fixed,336,336,12,144,2458.0,35204.0,28224,9438,0.06982161118054767,0.2604365331638059
90,rico,APP agent en,DRIP,336,336,48,144,8678.0,50799.0,28224,31253,0.17083013445146558,0.2776693437430007
90,rico,APP agent en,Fixed,336,336,48,144,8282.0,51195.0,28224,31253,0.16177361070417032,0.26499856013822676
91,rico,APP agent en,DRIP,336,336,12,144,3734.0,32437.0,28224,7947,0.11511545457348091,0.46986284132377
91,rico,APP agent en,Fixed,336,336,12,144,2038.0,34133.0,28224,7947,0.05970761433217121,0.2564489744557695
92,rico,APP agent en,DRIP,336,336,24,145,6538.0,39114.0,28420,17232,0.16715242624124355,0.37941039925719594
92,rico,APP agent en,Fixed,336,336,24,144,4168.0,41288.0,28224,17232,0.1009494284053478,0.24187558031569173
93,rico,APP agent en,DRIP,336,336,16,144,4170.0,32659.0,28224,8605,0.12768302764934628,0.484601975595584
